Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating
Call_569,Agent_2,2023-12-17 22:13:55,22:05,Feedback,Y,No,107,0:05:11,4.22036127398265
Call_570,Agent_3,2023-07-30 05:00:49,3:29,Sales Inquiry,N,Yes,108,0:06:13,4.29193522016707
Call_571,Agent_2,2023-09-11 18:01:46,20:35,Feedback,N,Yes,41,0:04:41,4.730842032531045
Call_572,Agent_3,2023-01-30 20:59:17,12:46,Feedback,Y,No,50,0:02:11,3.177015864454791
Call_573,Agent_1,2023-08-03 13:43:13,19:31,Sales Inquiry,Y,Yes,14,0:03:29,1.8011280714705036
Call_574,Agent_5,2023-03-16 10:32:46,0:20,Technical Support,N,No,85,0:05:56,3.4671344314101646
Call_575,Agent_4,2023-04-29 02:19:15,12:45,Billing,Y,Yes,43,0:04:16,3.971525974671756
Call_576,Agent_5,2023-01-13 16:39:58,11:42,Sales Inquiry,Y,Yes,21,0:09:41,3.9516695734161016
Call_577,Agent_1,2023-08-20 23:52:12,15:05,Feedback,N,Yes,73,0:01:54,3.0857960966675204
Call_578,Agent_2,2023-04-19 16:51:01,22:56,Technical Support,N,No,62,0:02:38,1.2738348773343122
Call_579,Agent_5,2023-07-11 14:15:20,2:00,Billing,N,No,39,0:06:15,2.4844517537205113
Call_580,Agent_4,2023-05-15 04:21:38,3:29,Technical Support,N,No,98,0:09:31,4.68306643385343
Call_581,Agent_1,2023-03-22 15:58:28,4:35,Sales Inquiry,Y,No,37,0:07:04,3.337795639029704
Call_582,Agent_2,2023-11-26 02:35:41,4:28,Technical Support,N,No,58,0:06:36,3.1533277730228537
Call_583,Agent_4,2023-08-16 19:58:11,6:35,Technical Support,Y,Yes,8,0:05:17,2.075414057528774
Call_584,Agent_5,2023-07-22 21:04:55,23:32,General Inquiry,N,No,37,0:01:13,2.4737956796663156
Call_585,Agent_3,2023-07-18 17:09:11,22:13,Sales Inquiry,Y,No,34,0:09:19,4.581384356612677
Call_586,Agent_2,2023-10-22 23:13:03,19:46,Feedback,Y,No,28,0:01:39,3.665852190107343
Call_587,Agent_2,2023-04-18 19:02:28,8:15,Sales Inquiry,Y,No,48,0:07:32,4.149548107009331
Call_588,Agent_2,2023-04-02 11:35:54,0:13,Billing,N,Yes,29,0:06:22,2.8173816922706205
Call_589,Agent_3,2023-05-10 16:08:45,2:58,General Inquiry,Y,No,69,0:07:27,3.5209888778246317
Call_590,Agent_3,2023-08-07 16:32:09,23:48,Billing,N,No,101,0:06:17,1.9935344349728301
Call_591,Agent_4,2023-04-12 04:52:02,11:56,Feedback,N,No,41,0:03:05,3.821843321133945
Call_592,Agent_5,2023-05-16 07:20:26,14:08,Sales Inquiry,Y,Yes,9,0:06:47,2.710405334813349
Call_593,Agent_1,2023-03-15 17:46:00,16:03,Technical Support,N,Yes,25,0:07:33,2.7701820592589823
Call_594,Agent_1,2023-03-06 08:15:20,7:36,Sales Inquiry,Y,Yes,75,0:08:24,3.5972892983075266
Call_595,Agent_3,2023-08-09 03:53:08,23:46,Billing,N,Yes,6,0:01:15,4.745122485875706
Call_596,Agent_2,2023-02-04 11:41:58,21:35,General Inquiry,Y,Yes,28,0:05:15,1.2560253864344837
Call_597,Agent_1,2023-05-01 21:57:57,3:55,Technical Support,N,No,60,0:05:44,4.29897294938803
Call_598,Agent_4,2023-01-22 08:30:38,12:01,Feedback,Y,No,33,0:06:24,2.1695324416487725
Call_599,Agent_5,2023-07-06 04:37:05,10:38,Billing,Y,No,8,0:07:01,2.7756778180255113
Call_600,Agent_2,2023-11-07 13:23:43,11:24,Sales Inquiry,Y,No,105,0:07:59,1.0876533151000358
Call_601,Agent_4,2023-05-30 11:09:20,4:06,Feedback,N,Yes,47,0:03:06,2.204184311337252
Call_602,Agent_3,2023-11-27 08:28:46,12:28,Billing,Y,No,26,0:04:59,3.010524970520522
Call_603,Agent_4,2023-06-26 10:23:44,12:36,Billing,N,Yes,109,0:07:28,1.224704309389756
Call_604,Agent_3,2023-08-20 14:54:21,4:16,Technical Support,Y,Yes,14,0:03:37,2.9643829175326606
Call_605,Agent_5,2023-01-18 22:16:45,18:05,General Inquiry,N,No,108,0:05:22,4.70844251543371
Call_606,Agent_3,2023-03-17 07:12:49,13:50,Feedback,N,No,25,0:04:52,1.4215728724312209
Call_607,Agent_4,2023-12-16 12:05:34,10:57,Technical Support,N,No,46,0:01:59,4.057762912302017
Call_608,Agent_2,2023-04-21 08:49:09,16:16,Feedback,Y,No,12,0:03:46,2.6386842135039705
Call_609,Agent_1,2023-09-16 06:59:53,20:20,General Inquiry,N,No,40,0:02:47,3.620694858097352
Call_610,Agent_3,2023-12-02 11:26:25,23:02,General Inquiry,Y,Yes,94,0:05:52,2.0409463919409174
Call_611,Agent_2,2023-03-14 09:59:06,21:41,Billing,N,No,92,0:08:25,1.6379690501654331
Call_612,Agent_2,2023-11-03 21:19:38,23:45,Billing,Y,No,65,0:08:19,1.6418504570849057
Call_613,Agent_4,2023-05-12 21:20:18,12:55,Feedback,N,No,60,0:09:19,1.2819677825725786
Call_614,Agent_5,2023-02-03 10:09:33,16:57,General Inquiry,Y,No,44,0:01:41,1.742586819604972
Call_615,Agent_4,2023-03-07 09:58:42,5:36,Feedback,Y,Yes,50,0:02:50,3.656877539955873
Call_616,Agent_4,2023-10-22 18:48:11,6:48,Billing,N,No,77,0:03:56,4.526762447374033
Call_617,Agent_1,2023-03-26 06:07:51,2:43,Feedback,N,No,14,0:03:39,4.256502742364647
Call_618,Agent_4,2023-06-27 11:56:09,8:17,Feedback,Y,Yes,34,0:03:43,3.7405372394979364
Call_619,Agent_5,2023-08-19 18:43:04,9:54,General Inquiry,N,Yes,115,0:07:53,1.4417274536444107
Call_620,Agent_3,2023-03-09 18:49:49,11:11,General Inquiry,Y,Yes,12,0:07:51,2.1567497851837993
Call_621,Agent_5,2023-12-28 08:34:08,21:11,Feedback,N,No,66,0:04:04,2.239227501289876
Call_622,Agent_2,2023-08-25 20:55:10,17:29,Feedback,Y,Yes,59,0:05:57,1.999827785590485
Call_623,Agent_5,2023-10-02 05:30:27,23:12,Technical Support,Y,Yes,66,0:08:31,3.0600226388388925
Call_624,Agent_3,2023-03-14 10:37:46,0:29,Sales Inquiry,Y,Yes,29,0:02:38,3.1422152595186903
Call_625,Agent_5,2023-06-05 11:45:51,14:06,Billing,N,No,24,0:04:08,2.427543900684441
Call_626,Agent_5,2023-07-12 04:37:58,1:53,Billing,N,Yes,96,0:06:55,2.415156634945744
Call_627,Agent_2,2023-03-24 14:41:42,2:50,Sales Inquiry,N,Yes,109,0:07:55,4.314222391624325
Call_628,Agent_3,2023-03-06 10:01:54,21:14,General Inquiry,Y,No,78,0:08:48,4.157171393278743
Call_629,Agent_3,2023-03-02 16:36:08,21:37,Sales Inquiry,Y,Yes,79,0:08:06,2.2311833267229826
Call_630,Agent_3,2023-03-09 20:50:23,20:33,Sales Inquiry,N,No,21,0:05:57,4.655153775493037
Call_631,Agent_2,2023-09-01 19:40:54,7:15,General Inquiry,Y,No,66,0:05:56,4.811260068010024
Call_632,Agent_1,2023-03-16 01:33:42,18:48,Billing,Y,No,37,0:01:32,2.3069701681201633
Call_633,Agent_5,2023-03-14 08:10:39,21:11,Technical Support,N,Yes,97,0:03:11,2.4176997951722194
Call_634,Agent_4,2023-04-30 12:33:05,11:05,General Inquiry,N,Yes,9,0:04:31,3.0225366136878353
Call_635,Agent_4,2023-09-12 09:33:33,7:12,Sales Inquiry,N,Yes,46,0:04:58,4.764483250134694
Call_636,Agent_5,2023-08-21 11:42:55,18:51,Technical Support,N,No,73,0:07:15,4.505277732569246
Call_637,Agent_5,2023-05-19 18:04:49,22:28,Feedback,Y,No,100,0:09:01,1.4102718503343592
Call_638,Agent_5,2023-12-27 18:49:11,9:30,General Inquiry,Y,Yes,27,0:07:05,2.570922973085665
Call_639,Agent_3,2023-05-10 00:39:20,10:30,Sales Inquiry,Y,No,41,0:09:33,3.2134847589990874
Call_640,Agent_2,2023-07-16 23:52:02,6:12,Billing,N,Yes,105,0:04:53,3.01252989020616
Call_641,Agent_1,2023-01-16 10:48:35,14:03,Feedback,Y,No,81,0:04:16,1.7754522717475707
Call_642,Agent_1,2023-05-08 17:48:21,21:46,General Inquiry,N,Yes,113,0:09:44,4.435267084672619
Call_643,Agent_3,2023-02-09 18:43:42,18:44,Sales Inquiry,N,No,19,0:04:08,3.7077631319873494
Call_644,Agent_1,2023-03-21 11:13:47,13:38,Sales Inquiry,N,No,34,0:03:43,4.351633499407214
Call_645,Agent_5,2023-09-16 13:58:34,23:16,General Inquiry,N,No,73,0:04:20,4.435057117397889
Call_646,Agent_2,2023-08-15 15:25:47,10:17,General Inquiry,Y,Yes,94,0:04:53,3.993423414662959
Call_647,Agent_2,2023-05-22 00:07:24,12:59,Feedback,N,No,22,0:03:18,2.7568424049988693
Call_648,Agent_4,2023-08-25 15:29:14,2:00,Sales Inquiry,N,Yes,19,0:03:56,3.442187020061698
Call_649,Agent_2,2023-01-17 15:36:01,15:08,Billing,N,Yes,18,0:03:21,1.6414616244789726
Call_650,Agent_4,2023-04-01 08:01:04,16:23,Sales Inquiry,Y,Yes,31,0:06:15,3.6945816698996308
Call_651,Agent_2,2023-06-23 07:27:30,20:14,General Inquiry,N,No,105,0:07:46,1.717013022957123
Call_652,Agent_5,2023-05-12 07:25:34,1:04,Technical Support,N,No,48,0:02:18,3.7757983620406272
Call_653,Agent_2,2023-01-31 12:09:43,1:29,Feedback,N,Yes,41,0:02:19,1.9183926430158746
Call_654,Agent_5,2023-05-11 13:52:37,18:38,Billing,Y,No,95,0:08:10,1.47020520060088
Call_655,Agent_4,2023-07-24 14:56:49,17:46,Billing,N,Yes,48,0:02:03,1.6611379605718297
Call_656,Agent_3,2023-08-07 17:00:39,16:11,Sales Inquiry,N,No,24,0:02:52,1.007968540876281
Call_657,Agent_4,2023-11-21 23:54:54,5:39,General Inquiry,Y,Yes,41,0:04:53,3.874958471414121
Call_658,Agent_3,2023-12-12 11:23:25,2:41,Sales Inquiry,Y,No,53,0:01:47,3.9296041962335164
Call_659,Agent_4,2023-04-18 05:17:30,4:41,Technical Support,N,Yes,8,0:07:19,3.059733399653038
Call_660,Agent_1,2023-03-07 00:57:13,20:32,Technical Support,Y,Yes,78,0:06:26,1.6454512042215348
Call_661,Agent_4,2023-04-21 09:44:05,8:25,Feedback,Y,Yes,54,0:03:13,1.334217350042759
Call_662,Agent_1,2023-08-24 20:46:04,7:41,Sales Inquiry,Y,No,111,0:02:06,1.076515865749148
Call_663,Agent_1,2023-01-15 13:15:24,20:29,Billing,N,Yes,45,0:09:21,1.6629927078608828
Call_664,Agent_2,2023-09-16 14:48:43,5:49,General Inquiry,Y,Yes,53,0:09:20,4.563422139932587
Call_665,Agent_3,2023-03-15 15:35:03,14:59,Technical Support,Y,Yes,40,0:04:32,1.966147366806727
Call_666,Agent_1,2023-01-07 03:44:00,16:32,Feedback,Y,No,8,0:03:35,2.4170853088688626
Call_667,Agent_4,2023-03-07 11:33:24,6:03,Sales Inquiry,N,No,56,0:03:25,1.4213819379253327
Call_668,Agent_5,2023-06-06 00:55:27,9:09,Feedback,Y,No,111,0:01:21,1.8894452189926811
Call_669,Agent_5,2023-08-18 19:15:39,14:10,General Inquiry,N,Yes,78,0:02:08,3.0768982831208205
Call_670,Agent_1,2023-09-09 20:03:28,10:27,Technical Support,N,Yes,68,0:07:27,3.4310107323826102
Call_671,Agent_5,2023-06-22 04:54:18,8:14,Sales Inquiry,N,Yes,50,0:06:15,1.9814092566648442
Call_672,Agent_4,2023-01-03 18:13:39,16:39,Billing,N,No,34,0:09:18,1.2309286369004688
Call_673,Agent_2,2023-07-15 05:47:14,10:24,Sales Inquiry,Y,Yes,72,0:03:55,2.5641314765095946
Call_674,Agent_3,2023-12-26 21:58:25,0:52,Technical Support,Y,No,66,0:01:07,1.9368134837053366
Call_675,Agent_4,2023-11-19 07:14:32,17:35,Billing,N,Yes,93,0:09:56,1.8782156929192078
Call_676,Agent_3,2023-12-30 03:49:12,22:00,Sales Inquiry,Y,No,119,0:04:34,4.839451210853821
Call_677,Agent_4,2023-09-29 10:40:18,11:22,Billing,Y,Yes,21,0:01:11,3.4652019437028962
Call_678,Agent_2,2023-10-29 23:15:11,17:56,General Inquiry,Y,Yes,51,0:05:05,3.2275137726883836
Call_679,Agent_2,2023-05-02 23:34:18,15:30,Feedback,N,Yes,119,0:09:11,2.6631004140932877
Call_680,Agent_3,2023-03-19 14:44:54,11:15,Feedback,Y,No,111,0:06:53,2.715777333720577
Call_681,Agent_4,2023-01-11 10:36:43,18:02,Technical Support,N,Yes,40,0:03:14,3.1636200153523233
Call_682,Agent_1,2023-03-10 14:39:26,3:43,Feedback,Y,Yes,33,0:02:04,3.785719228144429
Call_683,Agent_1,2023-09-03 13:28:51,7:07,Sales Inquiry,N,No,120,0:01:32,3.8085843847273178
Call_684,Agent_2,2023-06-26 02:19:24,5:53,Sales Inquiry,N,No,66,0:06:20,1.6867756308217983
Call_685,Agent_3,2023-09-26 08:41:05,1:59,Sales Inquiry,Y,No,11,0:03:27,3.000451008306508
Call_686,Agent_3,2023-01-01 01:53:15,22:03,Billing,Y,No,67,0:04:52,2.647832380136408
Call_687,Agent_4,2023-09-01 03:19:08,18:57,Sales Inquiry,N,Yes,27,0:01:37,4.482107865077537
Call_688,Agent_3,2023-12-17 01:42:40,7:21,Technical Support,Y,Yes,9,0:06:30,3.5256756848735056
Call_689,Agent_4,2023-06-25 16:53:02,15:48,Feedback,N,Yes,64,0:09:50,3.130016265663927
Call_690,Agent_2,2023-06-26 06:53:12,3:25,General Inquiry,N,Yes,65,0:09:16,1.4615785687156695
Call_691,Agent_1,2023-01-13 14:41:27,15:49,Technical Support,N,Yes,14,0:08:00,3.422551557293646
Call_692,Agent_4,2023-07-08 11:06:40,1:47,Feedback,Y,Yes,58,0:02:44,1.4688156227209337
Call_693,Agent_4,2023-08-29 02:49:17,13:21,Technical Support,N,Yes,93,0:01:58,2.3488263022630083
Call_694,Agent_1,2023-05-20 07:11:14,9:42,Technical Support,N,Yes,16,0:01:12,1.5713678592573275
Call_695,Agent_3,2023-02-11 16:12:16,12:46,Feedback,Y,No,30,0:06:26,3.7682945880974756
Call_696,Agent_1,2023-02-07 14:55:49,10:23,Sales Inquiry,Y,Yes,43,0:08:23,1.8250084553446104
Call_697,Agent_4,2023-07-10 17:19:04,15:39,Billing,N,Yes,44,0:05:57,2.567437492752104
Call_698,Agent_5,2023-08-07 03:43:32,20:54,Billing,Y,No,98,0:03:02,4.582699110475115
Call_699,Agent_5,2023-10-13 01:55:52,3:28,Sales Inquiry,N,Yes,93,0:09:43,1.8172655335958812
Call_700,Agent_3,2023-01-10 21:21:41,1:04,Technical Support,Y,No,102,0:06:12,3.0312202558351165
Call_701,Agent_5,2023-10-18 23:37:44,13:00,Feedback,Y,No,100,0:09:25,2.677086644664088
Call_702,Agent_1,2023-07-12 17:07:06,11:40,Sales Inquiry,Y,Yes,65,0:09:36,1.072496164182919
Call_703,Agent_4,2023-12-28 11:22:58,11:21,Technical Support,Y,No,58,0:07:59,4.171032454291251
Call_704,Agent_4,2023-01-31 02:20:39,3:05,Billing,Y,No,113,0:07:41,1.276183625258399
Call_705,Agent_4,2023-04-03 19:22:20,8:00,Feedback,Y,Yes,85,0:05:52,2.8970200839078144
Call_706,Agent_3,2023-01-11 00:11:09,21:45,Technical Support,N,Yes,54,0:09:43,3.2427131797557998
Call_707,Agent_4,2023-10-11 12:10:41,21:46,Billing,N,No,48,0:09:20,3.5137058264583483
Call_708,Agent_2,2023-06-30 12:23:23,17:20,Feedback,Y,Yes,59,0:02:12,3.7545265172315023
Call_709,Agent_5,2023-04-18 12:16:13,3:05,Technical Support,Y,Yes,25,0:01:17,2.0130895340908603
Call_710,Agent_1,2023-03-11 08:16:03,3:31,Sales Inquiry,Y,No,74,0:08:02,1.0399151066337975
Call_711,Agent_5,2023-03-05 08:03:45,17:42,Sales Inquiry,N,Yes,100,0:05:38,3.893774649419648
Call_712,Agent_4,2023-01-29 20:46:59,22:01,General Inquiry,Y,No,118,0:03:21,3.1426263973903144
Call_713,Agent_5,2023-11-18 06:57:11,23:37,Feedback,N,Yes,82,0:07:41,4.344470812828995
Call_714,Agent_2,2023-11-07 08:59:09,17:41,Sales Inquiry,Y,Yes,72,0:06:59,4.285553451602777
Call_715,Agent_1,2023-01-31 18:00:54,2:18,General Inquiry,Y,No,102,0:08:16,4.373304671151533
Call_716,Agent_2,2023-03-15 19:35:24,9:01,Feedback,N,No,119,0:05:13,2.9403786399181606
Call_717,Agent_4,2023-10-12 16:29:27,21:01,Feedback,N,No,62,0:01:33,2.3345135833474626
Call_718,Agent_1,2023-06-14 12:40:47,10:48,Technical Support,N,No,106,0:04:29,4.16623281036548
Call_719,Agent_3,2023-07-25 00:40:08,14:53,General Inquiry,N,No,14,0:02:09,2.8051764521170197
Call_720,Agent_3,2023-05-11 06:22:59,8:28,Sales Inquiry,N,No,23,0:07:23,1.733768785613738
Call_721,Agent_5,2023-11-16 05:36:54,7:28,Feedback,N,Yes,20,0:08:45,4.419896078245897
Call_722,Agent_5,2023-05-11 04:16:58,10:58,Billing,N,No,104,0:05:59,4.530239507089389
Call_723,Agent_5,2023-12-19 16:55:41,5:49,General Inquiry,Y,Yes,96,0:05:53,2.8652390245606805
Call_724,Agent_4,2023-01-30 15:46:08,4:31,Sales Inquiry,N,No,27,0:05:43,1.3027989092391499
Call_725,Agent_5,2023-06-18 11:58:19,19:26,General Inquiry,N,Yes,44,0:05:42,2.551304359667725
Call_726,Agent_4,2023-12-11 09:22:05,7:43,Technical Support,Y,Yes,75,0:09:11,4.214150637850413
Call_727,Agent_1,2023-04-12 19:15:47,11:37,Billing,N,Yes,57,0:01:25,4.607096114184914
Call_728,Agent_5,2023-12-09 08:55:02,17:57,General Inquiry,Y,No,59,0:07:39,1.8138909699903834
Call_729,Agent_3,2023-05-30 11:08:54,2:14,Technical Support,Y,Yes,31,0:04:53,1.267894448101086
Call_730,Agent_1,2023-11-10 15:06:03,7:16,Feedback,N,No,33,0:04:04,4.509401812531355
Call_731,Agent_5,2023-10-03 21:07:52,8:23,Billing,Y,No,29,0:07:08,2.557619755915501
Call_732,Agent_3,2023-10-30 01:26:55,21:05,Billing,Y,Yes,21,0:09:06,3.167043857070253
Call_733,Agent_3,2023-12-17 05:14:06,7:24,Billing,Y,Yes,18,0:05:07,4.872263248203035
Call_734,Agent_4,2023-11-06 21:51:26,21:07,General Inquiry,N,Yes,73,0:08:10,1.2662589116568914
Call_735,Agent_2,2023-12-30 02:30:31,16:12,Sales Inquiry,Y,Yes,25,0:08:02,3.5932720298083822
Call_736,Agent_2,2023-01-23 06:11:30,7:33,Billing,N,Yes,66,0:05:49,1.2964216902994683
Call_737,Agent_2,2023-01-05 00:00:18,9:49,Billing,N,Yes,112,0:06:56,2.5018757138660015
Call_738,Agent_1,2023-06-07 10:04:37,18:30,Feedback,Y,Yes,8,0:07:33,4.2152581807737874
Call_739,Agent_3,2023-06-23 22:05:46,20:42,Feedback,N,No,109,0:06:04,2.7338889310225376
Call_740,Agent_1,2023-10-26 19:39:21,12:52,Feedback,N,Yes,35,0:04:55,4.988729415611802
Call_741,Agent_5,2023-07-20 08:48:35,13:06,Feedback,Y,No,15,0:05:54,3.2362371397864087
Call_742,Agent_2,2023-03-08 16:28:05,17:55,Sales Inquiry,N,Yes,53,0:08:18,2.284648610543814
Call_743,Agent_1,2023-07-14 23:08:17,14:24,Billing,N,No,76,0:06:39,1.8804453036190125
Call_744,Agent_2,2023-05-17 21:03:43,18:28,Technical Support,N,Yes,99,0:05:02,2.4020821371446472
Call_745,Agent_4,2023-01-20 03:59:43,4:12,Billing,Y,Yes,32,0:09:08,2.4901330950382032
Call_746,Agent_1,2023-04-13 05:41:14,23:50,Feedback,N,Yes,100,0:04:54,1.274854710895844
Call_747,Agent_3,2023-12-05 21:02:07,5:36,Billing,N,No,86,0:06:27,2.4782967977070927
Call_748,Agent_5,2023-04-07 22:27:31,22:02,Billing,N,No,83,0:05:43,2.8569540789568997
Call_749,Agent_2,2023-03-27 16:12:55,14:27,Technical Support,N,Yes,108,0:09:44,3.8909510089552186
Call_750,Agent_1,2023-02-12 06:20:06,10:14,Sales Inquiry,N,Yes,84,0:03:33,3.626917938886432
Call_751,Agent_5,2023-02-08 03:04:05,22:00,General Inquiry,Y,Yes,41,0:01:35,3.835062620916617
Call_752,Agent_5,2023-12-27 21:19:02,6:12,General Inquiry,Y,Yes,62,0:08:19,1.0334547275074284
Call_753,Agent_4,2023-02-11 20:43:22,16:42,General Inquiry,N,Yes,81,0:03:39,1.8706695983221442
Call_754,Agent_3,2023-07-17 03:48:20,23:03,Technical Support,Y,No,101,0:07:29,3.646737153599426
Call_755,Agent_5,2023-05-26 18:38:03,3:03,Billing,Y,No,86,0:08:16,2.9359574727189885
Call_756,Agent_4,2023-09-05 02:39:38,20:04,Billing,N,No,105,0:09:39,1.0212539026733838
Call_757,Agent_1,2023-12-08 23:13:02,7:21,Billing,Y,No,21,0:02:31,4.21797856972729
Call_758,Agent_2,2023-01-22 07:30:08,5:49,Feedback,N,No,67,0:03:39,4.09123829316135
Call_759,Agent_3,2023-06-14 23:48:29,14:22,Sales Inquiry,N,Yes,17,0:01:41,3.1936766519742505
Call_760,Agent_2,2023-09-16 12:23:01,4:17,Feedback,N,No,43,0:03:06,1.2658533031050885
Call_761,Agent_5,2023-02-24 11:05:04,14:52,Sales Inquiry,Y,Yes,31,0:03:15,4.066060198130339
Call_762,Agent_4,2023-01-05 11:31:12,8:02,Technical Support,N,No,119,0:01:18,3.334854350925456
Call_763,Agent_3,2023-09-05 21:40:14,6:04,Billing,N,No,43,0:05:27,4.127839908631836
Call_764,Agent_2,2023-01-21 19:34:10,12:41,General Inquiry,Y,No,22,0:02:29,4.006987969583362
Call_765,Agent_3,2023-11-27 20:25:55,1:26,Technical Support,N,Yes,52,0:07:33,4.212008287831349
Call_766,Agent_2,2023-11-14 18:54:59,17:23,Sales Inquiry,Y,Yes,37,0:04:20,3.0720322656184993
Call_767,Agent_1,2023-09-07 14:16:18,9:47,Sales Inquiry,N,Yes,102,0:04:32,1.56129807277406
Call_768,Agent_4,2023-08-30 22:19:54,23:29,Sales Inquiry,Y,Yes,119,0:01:52,3.6846298935187547
Call_769,Agent_4,2023-07-29 19:14:26,3:34,Technical Support,N,Yes,119,0:06:21,3.4818951402078824
Call_770,Agent_4,2023-02-14 17:36:04,3:48,Billing,Y,No,72,0:07:44,3.9690127487963487
Call_771,Agent_4,2023-09-13 06:36:26,11:28,Billing,N,Yes,78,0:05:50,1.6795240242029412
Call_772,Agent_4,2023-09-09 20:40:14,6:25,Sales Inquiry,N,Yes,80,0:09:48,1.7799007996011569
Call_773,Agent_1,2023-09-09 20:01:26,3:52,General Inquiry,Y,Yes,88,0:01:28,4.561638068877314
Call_774,Agent_3,2023-03-31 23:40:08,23:08,General Inquiry,N,Yes,29,0:06:40,3.999911193808283
Call_775,Agent_4,2023-08-06 08:56:15,18:47,Technical Support,N,No,109,0:07:20,4.632913954801292
Call_776,Agent_4,2023-05-22 14:42:19,7:51,Sales Inquiry,N,Yes,71,0:07:43,4.034861284655683
Call_777,Agent_4,2023-03-21 04:03:56,10:38,Technical Support,Y,Yes,108,0:03:13,3.3886212239612075
Call_778,Agent_2,2023-03-01 17:25:04,10:45,Technical Support,Y,Yes,120,0:07:01,3.6165309481114947
Call_779,Agent_2,2023-07-11 04:37:49,0:08,Technical Support,Y,No,32,0:04:09,4.55651169576004
Call_780,Agent_4,2023-10-13 13:30:23,8:04,Technical Support,Y,Yes,15,0:04:07,3.315227018047762
Call_781,Agent_2,2023-11-10 21:41:41,19:04,Feedback,Y,Yes,11,0:04:08,3.5295652973135496
Call_782,Agent_5,2023-05-16 21:35:04,6:58,Technical Support,Y,Yes,100,0:05:52,1.6259068640144023
Call_783,Agent_1,2023-11-16 14:13:59,21:24,Sales Inquiry,Y,Yes,54,0:04:52,2.895684880464411
Call_784,Agent_3,2023-07-16 14:49:01,5:38,Billing,Y,Yes,54,0:07:14,3.865588447832396
Call_785,Agent_4,2023-11-21 19:39:42,9:41,General Inquiry,N,Yes,111,0:02:22,2.0837707932654617
Call_786,Agent_5,2023-11-29 13:11:20,2:11,General Inquiry,N,Yes,63,0:01:07,1.8090167220981397
Call_787,Agent_1,2023-06-09 22:00:57,16:35,General Inquiry,Y,No,54,0:04:28,2.255307232897662
Call_788,Agent_1,2023-02-01 00:55:24,15:00,Feedback,N,No,45,0:06:04,1.9660025119713338
Call_789,Agent_4,2023-11-22 21:00:38,17:54,General Inquiry,Y,No,91,0:06:53,1.8596505481455834
Call_790,Agent_3,2023-12-14 01:47:15,21:45,Sales Inquiry,Y,No,115,0:03:48,2.6994033714723478
Call_791,Agent_4,2023-02-17 14:21:16,1:13,Technical Support,Y,No,43,0:05:31,4.631354055534136
Call_792,Agent_3,2023-06-10 11:00:20,14:51,General Inquiry,N,Yes,46,0:07:07,3.028238586954873
Call_793,Agent_5,2023-01-28 10:36:12,2:28,General Inquiry,Y,No,96,0:08:45,1.7516815232612921
Call_794,Agent_5,2023-10-20 01:03:34,15:59,Billing,N,No,40,0:03:31,1.3078866775234963
Call_795,Agent_2,2023-08-14 05:02:55,21:59,Feedback,Y,Yes,7,0:04:46,3.784624580551701
Call_796,Agent_4,2023-01-20 05:55:41,12:13,Billing,N,Yes,66,0:01:29,2.5311950577455513
Call_797,Agent_5,2023-03-21 11:19:06,18:42,Sales Inquiry,N,Yes,98,0:07:47,4.287323786341437
Call_798,Agent_5,2023-01-14 11:58:52,9:25,Sales Inquiry,Y,No,73,0:05:17,3.6380430745630807
Call_799,Agent_4,2023-08-13 12:39:39,6:06,Sales Inquiry,Y,No,93,0:04:29,4.184965802165474
Call_800,Agent_4,2023-10-23 08:10:14,4:51,Technical Support,Y,Yes,13,0:08:01,2.087784157673795
Call_801,Agent_1,2023-07-09 12:14:25,0:50,Sales Inquiry,Y,Yes,75,0:08:46,3.7694356898442325
Call_802,Agent_3,2023-03-19 14:03:22,0:27,General Inquiry,N,Yes,27,0:03:03,2.056247938774875
Call_803,Agent_1,2023-06-04 11:40:42,5:48,Billing,N,No,25,0:05:39,4.756273917801167
Call_804,Agent_1,2023-05-17 04:36:42,18:39,Billing,N,Yes,52,0:02:28,3.5454971261334975
Call_805,Agent_2,2023-03-27 20:40:40,2:52,Feedback,Y,Yes,10,0:01:09,2.2980472007013684
Call_806,Agent_4,2023-04-15 06:24:19,13:35,General Inquiry,N,Yes,71,0:05:20,2.0780474491690906
Call_807,Agent_1,2023-11-04 11:25:51,0:55,Technical Support,N,No,66,0:04:41,1.763706340286574
Call_808,Agent_2,2023-09-30 00:57:29,0:08,General Inquiry,Y,No,91,0:02:00,3.778563835574911
Call_809,Agent_5,2023-05-11 10:57:48,9:28,Sales Inquiry,N,Yes,89,0:08:36,1.8748624519917092
Call_810,Agent_2,2023-07-21 17:47:01,20:09,General Inquiry,Y,No,12,0:03:54,3.3812130637099562
Call_811,Agent_5,2023-01-23 09:42:28,18:59,Billing,Y,Yes,85,0:09:38,2.0585401077014294
Call_812,Agent_2,2023-05-20 00:45:49,10:32,Feedback,Y,Yes,62,0:02:17,3.6478757791754743
Call_813,Agent_5,2023-02-10 17:52:20,2:42,General Inquiry,Y,Yes,52,0:02:02,4.259758914162157
Call_814,Agent_5,2023-02-01 11:08:22,8:17,General Inquiry,N,No,5,0:08:49,4.112100972578613
Call_815,Agent_2,2023-10-29 11:25:58,23:15,Billing,N,No,87,0:04:58,4.043405323723126
